superstar,stock,client,market,type,action type,Date,avg,count,change
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,8/30/2023,94.7,5240100,0.0006
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK FUNDS-INDIA MIDCAP FUND,NSE,Block,Purchase,8/30/2023,94.7,4596331,0.0005
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,8/30/2023,94.7,2620000,0.0003
Kotak Mahindra Group,"Zomato Ltd.

52 week high",ALPS/KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,8/30/2023,94.7,563945,0.0001
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK FUNDS-INDIA ESG FUND,NSE,Block,Purchase,8/30/2023,94.7,131670,0
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK INFINITY FUND CLASS AC,NSE,Block,Purchase,8/30/2023,94.7,39294,0
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK FUNDSINDIA MIDCAP FUND,BSE,Block,Purchase,8/28/2023,91,26112000,0.003
Kotak Mahindra Group,"Zomato Ltd.

52 week high",KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,8/28/2023,91,14960000,0.0017
Kotak Mahindra Group,Coforge Ltd.,KOTAK FUNDS - INDIA MIDCAP FUND,NSE,Bulk,Purchase,8/24/2023,4703,865328,0.014
Kotak Mahindra Group,"Sapphire Foods India Ltd.

Insider Trades",KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BSE,Bulk,Purchase,8/24/2023,1354.99,1599543,0.0251
Kotak Mahindra Group,"Sapphire Foods India Ltd.

Insider Trades",KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BSE,Bulk,Sell,8/24/2023,1355,1624834,0.0255
Kotak Mahindra Group,Bikaji Foods International Ltd.,ALPS/KOTAK INDIA GROWTH FUND,BSE,Block,Purchase,8/8/2023,480,360698,0.0014
Kotak Mahindra Group,Bikaji Foods International Ltd.,PUBLIC SECTOR PENSION INVESTMENT BOARD - KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE LTD,BSE,Block,Purchase,8/8/2023,480,206511,0.0008
Kotak Mahindra Group,"Amara Raja Energy & Mobility Ltd.

Insider Trades",KOTAK MAHINDRA MUTUAL FUND,NSE,Bulk,Purchase,7/18/2023,652,920245,0.005
Kotak Mahindra Group,"Sapphire Foods India Ltd.

Insider Trades",KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,6/27/2023,1377.1,148950,0.0023
Kotak Mahindra Group,"Sapphire Foods India Ltd.

Insider Trades",KOTAK INFINITY FUND-CLASS AC,NSE,Block,Purchase,6/27/2023,1377.1,1662,0
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Bulk,Purchase,6/22/2023,835,1885053,0.0352
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,835,502995,0.0094
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,6/22/2023,835,1885053,0.0352
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,502995,0.0094
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,226347,0.0042
Kotak Mahindra Group,Sansera Engineering Ltd.,ALPS KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,6/22/2023,835,136220,0.0025
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,108982,0.002
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA GROWTH FUND,NSE,Block,Purchase,6/22/2023,835,76318,0.0014
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK INFINITY FUND,NSE,Block,Purchase,6/22/2023,835,21898,0.0004
Kotak Mahindra Group,Shriram Finance Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,6/21/2023,1545,429908,0.0011
Kotak Mahindra Group,Shriram Finance Ltd.,KOTAK MAHINDRA MUTUAL FUND AC KOTAK SELECT FOCUS FUND,NSE,Block,Purchase,6/21/2023,1545,429908,0.0011
Jupiter South Asia Investment Company Limited,"Biocon Ltd.

Insider Trades",JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,BSE,Block,Sell,1/18/2024,279.8,469049,0.0004
Reliance Group,BLS E-Services Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,2/6/2024,345,500000,0.0055
Reliance Group,BLS E-Services Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Sell,2/6/2024,362.82,277941,0.0031
Jupiter South Asia Investment Company Limited,Chennai Petroleum Corporation Ltd.,JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,BSE,Block,Sell,1/24/2024,767.35,254595,0.0017
Reliance Group,Astral Ltd.,RELIANCE LIFE INSURANCE CO LTD,NSE,Block,Purchase,12/20/2023,1889.8,105830,0.0004
Reliance Group,Cello World Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,11/6/2023,794.2,1600060,0.0075
Reliance Group,Vishnusurya Projects And Infra Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,10/10/2023,73.59,788000,0.032
Reliance Group,IDFC First Bank Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,9/11/2023,94.5,2895166,0.0004
Reliance Group,IDFC First Bank Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,9/11/2023,94.5,624312,0.0001
Reliance Group,JSW Energy Ltd.,Reliance Trust Institutional Retirement Trust Series Twelve,BSE,Block,Purchase,8/16/2023,341.7,701878,0.0004
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,8/10/2023,2,12000000,0.0247
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,8/9/2023,2.1,52173914,0.1076
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,8/9/2023,2.14,52000000,0.1072
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,8/7/2023,2.55,40000000,0.0825
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,8/4/2023,2.82,24200000,0.0499
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,8/4/2023,2.8,4997123,0.0103
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,8/3/2023,2.97,7815418,0.0161
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,8/2/2023,3.11,4300000,0.0089
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,6/30/2023,2.7,3600000,0.0074
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,6/28/2023,2.89,12584786,0.0259
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,6/23/2023,2.98,3062100,0.0063
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE INDEX FUND EQUITY OPPORTUNITIES FUND,NSE,Block,Purchase,6/21/2023,1545,238033,0.0006
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE EQUITY ADVANTAGE FUND,NSE,Block,Purchase,6/21/2023,1545,85544,0.0002
Reliance Group,Shriram Finance Ltd.,RELIANCE CAP ASSET MGMT LTDC REL SMALL CAP FUND,NSE,Block,Purchase,6/21/2023,1545,59509,0.0002
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE COMPANY LIMITED AC RELIANCE BANKING FUND,NSE,Block,Purchase,6/21/2023,1545,41842,0.0001
Reliance Group,"Adani Ports & Special Economic Zone Ltd.

10-year high",RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,3/2/2023,596.2,4743366,0.0022
Reliance Group,"Adani Ports & Special Economic Zone Ltd.

10-year high",RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,3/2/2023,596.2,1512409,0.0007
Reliance Group,Adani Energy Solutions Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,3/2/2023,668.4,1005727,0.0009
Reliance Group,Adani Energy Solutions Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,3/2/2023,668.4,658525,0.0006
Reliance Group,Adani Green Energy Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,3/2/2023,504.6,2757210,0.0017
Reliance Group,Adani Green Energy Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,3/2/2023,504.6,1023034,0.0006
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,NSE,Bulk,Sell,12/21/2022,600,843060,0.0099
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Sell,12/21/2022,600.02,843059,0.0099
Reliance Group,"NMDC Ltd.

Estimates Beat",RELIANCE MUTUAL FUND,NSE,Bulk,Sell,8/5/2022,110.81,74681276,0.0255
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Purchase,7/20/2021,1020,13061163,0.1536
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Block,Purchase,7/20/2021,1020,13061163,0.1536
Reliance Group,Au Small Finance Bank Ltd.,RELIANCE MUTUAL FUND,BSE,Block,Purchase,7/30/2020,746.4,400000,0.0006
Reliance Group,HDFC Life Insurance Company Ltd.,RELIANCE MUTUAL FUND,BSE,Block,Purchase,6/4/2020,496.4,202000,0.0001
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,5/28/2020,199.2,16062800,-%
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,5/28/2020,199.2,11458854,-%
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE SERVICES AND HOLDINGS LIMITED,BSE,Block,Sell,5/28/2020,199.2,11458854,-%
Reliance Group,Varroc Engineering Ltd.,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,3/13/2020,232,1291000,0.0084
Reliance Group,Sadbhav Infrastructure Project Ltd.,RELIANCE MUTUAL FUND A/C NIPPON INDIA EQUITY HYBRID FUND,BSE,Bulk,Purchase,1/9/2020,37.5,10000000,0.0284
Reliance Group,Zee Entertainment Enterprises Ltd.,RELIANCE MUTUAL FUND,NSE,Block,Purchase,11/21/2019,304,2300000,0.0024
Reliance Group,Zee Entertainment Enterprises Ltd.,RELIANCE NIPPON LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,11/21/2019,304,330000,0.0003
Reliance Group,Jyothy Labs Ltd.,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,11/1/2019,173.4,6920000,0.0188
Reliance Group,Jyothy Labs Ltd.,RELIANCE MUTUAL FUND,NSE,Block,Purchase,11/1/2019,173.4,6920000,0.0188
Reliance Group,"Indian Railway Catering & Tourism Corporation Ltd.

Estimates Beat",RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,10/14/2019,626,1500000,0.0019
Reliance Group,Butterfly Gandhimathi Appliances Ltd.,RELIANCE ALTERNATIVE INVESTMENTS FUND,BSE,Bulk,Sell,9/30/2019,145.65,964800,0.054
Reliance Group,Lemon Tree Hotels Ltd.,RELIANCE MUTUAL FUND A/C RELIANCE CAPITAL TR CO LTD AC RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,9/24/2019,57.5,16930000,0.0214
Jupiter South Asia Investment Company Limited,Cipla Ltd.,JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,BSE,Block,Sell,1/18/2024,1293.5,142206,0.0002
HDFC Group,"Computer Age Management Services Ltd.

Insider Trades",HDFC BANK LIMITED,NSE,Bulk,Sell,1/24/2024,2700.08,529000,0.0108
HDFC Group,"Computer Age Management Services Ltd.

Insider Trades",HDFC BANK LIMITED,BSE,Bulk,Sell,1/24/2024,2700,471000,0.0096
Government Of Singapore,Astral Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,12/20/2023,1889.8,883690,0.0033
Government Of Singapore,"Sapphire Foods India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,12/18/2023,1400,1005582,0.0158
Government Of Singapore,PVR INOX Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,12/15/2023,1753,359693,0.0037
Government Of Singapore,"Sapphire Foods India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,12/5/2023,1400,2019694,0.0317
Government Of Singapore,"Persistent Systems Ltd.

10-year high",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,11/30/2023,6408.05,388464,0.005
Government Of Singapore,"Zomato Ltd.

52 week high",GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,11/29/2023,112.7,33178232,0.0038
Government Of Singapore,"Zomato Ltd.

52 week high",GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,11/29/2023,112.7,85400,0
Government Of Singapore,"Zomato Ltd.

52 week high",GOVERNMENT OF SINGAPORE E (EM264),NSE,Block,Purchase,10/20/2023,111.2,37301,0
Government Of Singapore,"Medplus Health Services Ltd.

High Gain High Volume",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,8/31/2023,862,1442965,0.0121
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,8/25/2023,2800,725239,0.0215
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,8/25/2023,2800,725239,0.0215
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,8/24/2023,2800,405289,0.012
Government Of Singapore,Shriram Finance Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD AC C ACCOUNT,NSE,Bulk,Purchase,6/21/2023,1545,9122131,0.0243
Government Of Singapore,Shriram Finance Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD AC C ACCOUNT,NSE,Block,Purchase,6/21/2023,1545,9122131,0.0243
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,5/31/2023,549.53,6660226,0.0069
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,5/31/2023,540.44,3643753,0.0062
Government Of Singapore,Phoenix Mills Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Sell,3/31/2023,1300.15,5149734,0.0288
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,3/13/2023,410,24231710,0.0413
Government Of Singapore,Syngene International Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,2/1/2023,560,15799200,0.0393
Government Of Singapore,Syngene International Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,2/1/2023,560,15799200,0.0393
Government Of Singapore,"Sapphire Foods India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,12/15/2022,1347,358704,0.0056
Government Of Singapore,"Sapphire Foods India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,12/15/2022,1347,358704,0.0056
Government Of Singapore,Rainbow Childrens Medicare Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,12/5/2022,735,1446185,0.0142
Government Of Singapore,Rainbow Childrens Medicare Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,12/5/2022,735,664500,0.0065
Government Of Singapore,"Indian Hotels Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,11/30/2022,321.77,9474188,0.0067
Government Of Singapore,"TVS Motor Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,11/30/2022,1047.81,2469940,0.0052
Government Of Singapore,Triveni Turbine Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,9/21/2022,226.7,4198226,0.0132
Government Of Singapore,Triveni Turbine Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,9/21/2022,226.7,4198226,0.0132
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,8/18/2022,505,3068730,0.0052
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,8/16/2022,353,51948594,0.0535
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,3/31/2022,340,10778183,0.0111
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,3/29/2022,1068.35,725075,0.0007
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,8/20/2021,2452.5,771124,0.0097
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,8/20/2021,2452.5,636322,0.008
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,8/18/2021,2449.92,2628652,0.0332
Government Of Singapore,Cera Sanitaryware Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,7/30/2021,4450.02,263899,0.0203
Government Of Singapore,Max Financial Services Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,6/17/2021,1000,6013487,0.0174
Government Of Singapore,Dhanuka Agritech Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,6/9/2021,853,1598220,0.0351
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,5/7/2021,960,3491029,0.0035
Government Of Singapore,Hathway Cable & Datacom Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,4/27/2021,22.22,16022423,0.0091
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,3/12/2021,915,16759530,0.0167
Government Of Singapore,ICICI Prudential Life Insurance Company Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,6/22/2020,391.6,16430820,0.0114
Government Of Singapore,Kotak Mahindra Bank Ltd.,GOVERNMENT OF SINGAPORE INVESTMENT CORPORATION PTE LTD,BSE,Block,Purchase,6/2/2020,1240,1648031,0.0008
Government Of Singapore,Au Small Finance Bank Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,5/18/2020,414.6,1969686,0.0029
Government Of Singapore,Au Small Finance Bank Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,5/18/2020,414.6,1969686,0.0029
Government Of Singapore,Ujjivan Financial Services Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,12/11/2019,342.31,620807,0.0051
Government Of Singapore,Zee Entertainment Enterprises Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,11/21/2019,304,28500000,0.0297
Axis Group,Data Infrastructure Trust,AXIS BANK LIMITED,BSE,Bulk,Sell,2/6/2024,153.95,60600000,0.0233
HDFC Group,"Data Patterns (India) Ltd.

High Gain High Volume",HDFC MUTUAL FUND,BSE,Block,Purchase,2/16/2024,1837,138000,0.0025
Kotak Mahindra Group,"Data Patterns (India) Ltd.

High Gain High Volume",KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,Purchase,2/16/2024,1837,455000,0.0081
Axis Group,"Computer Age Management Services Ltd.

Insider Trades",AXIS MUTUAL FUND,BSE,Block,Purchase,12/4/2023,2766,144000,0.0029
Axis Group,"Anzen India Energy Yield Plus Trust

10-year low",AXIS BANK LIMITED,NSE,Bulk,Sell,11/6/2023,100,2600000,-%
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,10/20/2023,111.2,2245715,0.0003
Axis Group,Data Infrastructure Trust,AXIS BANK LIMITED,BSE,Bulk,Purchase,9/28/2023,150.02,61200000,0.0235
Axis Group,L&T Finance Holdings Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,9/12/2023,130,1910000,0.0008
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,8/30/2023,94.7,5240100,0.0006
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,BSE,Block,Purchase,8/28/2023,91,19700000,0.0022
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,8/28/2023,90.1,7769001,0.0009
Axis Group,Craftsman Automation Ltd.,AXIS MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,3960,126260,0.006
Axis Group,Craftsman Automation Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,3960,126260,0.006
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,172732,0.0032
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,172731,0.0032
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,69093,0.0013
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,69093,0.0013
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,57577,0.0011
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,46062,0.0009
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,11515,0.0002
Axis Group,"Anzen India Energy Yield Plus Trust

10-year low",AXIS BANK LTD.,NSE,Bulk,Sell,12/16/2022,101.2,1000000,-%
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,12/5/2022,18.29,172796,0.0084
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,11/28/2022,16.14,191520,0.0093
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,11/23/2022,17.05,125000,0.0061
Axis Group,FSN E-Commerce Ventures Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,11/22/2022,182,550000,0.0002
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,11/16/2022,20.3,137451,0.0067
Axis Group,Bata India Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,6/1/2022,1860,785000,0.0061
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,1/6/2022,23.77,5200000,0.0053
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,1/5/2022,22.8,4500000,0.0046
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,1/5/2022,22.4,3800000,0.0039
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,1/3/2022,20.8,6613637,0.0067
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,12/9/2021,7.54,385774,0.0053
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,12/8/2021,7.61,603402,0.0084
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,12/7/2021,7.62,362362,0.005
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,12/6/2021,7.77,918033,0.0127
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,10/22/2021,17.06,473535,0.0073
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,10/21/2021,17.11,483427,0.0074
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,10/20/2021,17.73,948888,0.0145
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,10/19/2021,19.87,922788,0.0141
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,10/13/2021,16.15,715202,0.011
Axis Group,"Sudarshan Chemical Industries Ltd.

52 week high Insider Trades",AXIS MUTUAL FUND AC AXIS SMALL CAP FUND,BSE,Bulk,Purchase,8/24/2021,565,589498,0.0085
Axis Group,"TVS Motor Company Ltd.

10-year high",AXIS MUTUAL FUND,NSE,Block,Purchase,6/7/2021,617.25,810044,0.0017
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,5/21/2021,12.03,300000,0.0046
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,5/18/2021,12.1,300000,0.0046
Axis Group,Coforge Ltd.,AXIS MUTUAL FUND A/C - AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,5/10/2021,3240,617284,0.01
Axis Group,"SBI Life Insurance Company Ltd.

10-year high",AXIS MUTUAL FUND,BSE,Block,Purchase,5/7/2021,960,1300000,0.0013
Axis Group,Reliance Power Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,2/26/2021,4.11,34500000,0.0091
Axis Group,PNC Infratech Ltd.,AXIS MUTUAL FUND,BSE,Bulk,Purchase,1/6/2021,175,2200000,0.0086
Axis Group,PNC Infratech Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,1/6/2021,175,2200000,0.0086
Axis Group,EPL Ltd.,AXIS MUTUAL FUND,BSE,Bulk,Purchase,9/18/2020,256.3,5331667,0.0167
Kotak Mahindra Group,"Data Patterns (India) Ltd.

High Gain High Volume",KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,2/16/2024,1837,455000,0.0081
Government Pension Fund Global,Nippon Life India Asset Management Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,12/20/2023,445.35,934939,0.0015
