superstar,stock,client,market,type,action type,Date,avg,count,change
Kotak Mahindra Group,Sapphire Foods India Ltd.,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,45104,1377.1,148950,0.0023,
Kotak Mahindra Group,Sapphire Foods India Ltd.,KOTAK INFINITY FUND-CLASS AC,NSE,Block,Purchase,45104,1377.1,1662,0,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Bulk,Purchase,45099,835,1885053,0.0352,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Bulk,Purchase,45099,835,502995,0.0094,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,45099,835,1885053,0.0352,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,45099,835,502995,0.0094,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,45099,835,226347,0.0042,
Kotak Mahindra Group,Sansera Engineering Ltd.,ALPS KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,45099,835,136220,0.0025,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,45099,835,108982,0.002,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK FUNDS INDIA GROWTH FUND,NSE,Block,Purchase,45099,835,76318,0.0014,
Kotak Mahindra Group,Sansera Engineering Ltd.,KOTAK INFINITY FUND,NSE,Block,Purchase,45099,835,21898,0.0004,
Kotak Mahindra Group,Shriram Finance Ltd.,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,45098,1545,429908,0.0011,
Kotak Mahindra Group,Shriram Finance Ltd.,KOTAK MAHINDRA MUTUAL FUND AC KOTAK SELECT FOCUS FUND,NSE,Block,Purchase,45098,1545,429908,0.0011,
Reliance Group,"SKIL Infrastructure Ltd.

52 week high",RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Sell,45334,9.55,1630096,0.0075,
Reliance Group,BLS E-Services Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,45328,345,500000,0.0055,
Reliance Group,BLS E-Services Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Sell,45328,362.82,277941,0.0031,
Reliance Group,ADF Foods Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,BSE,Bulk,Purchase,45309,192.32,550000,0.005,
Reliance Group,Astral Ltd.,RELIANCE LIFE INSURANCE CO LTD,NSE,Block,Purchase,45280,1889.8,105830,0.0004,
Reliance Group,Cello World Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,45236,794.2,1600060,0.0075,
Reliance Group,Vishnusurya Projects And Infra Ltd.,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,45209,73.59,788000,0.032,
Reliance Group,IDFC First Bank Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,45180,94.5,2895166,0.0004,
Reliance Group,IDFC First Bank Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,45180,94.5,624312,0.0001,
Reliance Group,JSW Energy Ltd.,Reliance Trust Institutional Retirement Trust Series Twelve,BSE,Block,Purchase,45154,341.7,701878,0.0004,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,45148,2,12000000,0.0247,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,45147,2.1,52173914,0.1076,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45147,2.14,52000000,0.1072,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45145,2.55,40000000,0.0825,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45142,2.82,24200000,0.0499,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,45142,2.8,4997123,0.0103,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45141,2.97,7815418,0.0161,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45140,3.11,4300000,0.0089,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45107,2.7,3600000,0.0074,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45105,2.89,12584786,0.0259,
Reliance Group,Reliance Home Finance Ltd.,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,45100,2.98,3062100,0.0063,
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE INDEX FUND EQUITY OPPORTUNITIES FUND,NSE,Block,Purchase,45098,1545,238033,0.0006,
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE EQUITY ADVANTAGE FUND,NSE,Block,Purchase,45098,1545,85544,0.0002,
Reliance Group,Shriram Finance Ltd.,RELIANCE CAP ASSET MGMT LTDC REL SMALL CAP FUND,NSE,Block,Purchase,45098,1545,59509,0.0002,
Reliance Group,Shriram Finance Ltd.,RELIANCE CAPITAL TRUSTEE COMPANY LIMITED AC RELIANCE BANKING FUND,NSE,Block,Purchase,45098,1545,41842,0.0001,
Reliance Group,"Adani Ports & Special Economic Zone Ltd.

10-year high",RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,44987,596.2,4743366,0.0022,
Reliance Group,"Adani Ports & Special Economic Zone Ltd.

10-year high",RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,44987,596.2,1512409,0.0007,
Reliance Group,Adani Energy Solutions Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,44987,668.4,1005727,0.0009,
Reliance Group,Adani Energy Solutions Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,44987,668.4,658525,0.0006,
Reliance Group,Adani Green Energy Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,44987,504.6,2757210,0.0017,
Reliance Group,Adani Green Energy Ltd.,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,44987,504.6,1023034,0.0006,
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,NSE,Bulk,Sell,44916,600,843060,0.0099,
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Sell,44916,600.02,843059,0.0099,
Reliance Group,NMDC Ltd.,RELIANCE MUTUAL FUND,NSE,Bulk,Sell,44778,110.81,74681276,0.0255,
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Purchase,44397,1020,13061163,0.1536,
Reliance Group,Just Dial Ltd.,RELIANCE RETAIL VENTURES LIMITED,BSE,Block,Purchase,44397,1020,13061163,0.1536,
Reliance Group,Au Small Finance Bank Ltd.,RELIANCE MUTUAL FUND,BSE,Block,Purchase,44042,746.4,400000,0.0006,
Reliance Group,HDFC Life Insurance Company Ltd.,RELIANCE MUTUAL FUND,BSE,Block,Purchase,43986,496.4,202000,0.0001,
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,43979,199.2,16062800,-%,
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,43979,199.2,11458854,-%,
Reliance Group,Reliance Industries Limited-Rights Entitlement,RELIANCE SERVICES AND HOLDINGS LIMITED,BSE,Block,Sell,43979,199.2,11458854,-%,
Reliance Group,Varroc Engineering Ltd.,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,43903,232,1291000,0.0084,
Reliance Group,Sadbhav Infrastructure Project Ltd.,RELIANCE MUTUAL FUND A/C NIPPON INDIA EQUITY HYBRID FUND,BSE,Bulk,Purchase,43839,37.5,10000000,0.0284,
Reliance Group,Zee Entertainment Enterprises Ltd.,RELIANCE MUTUAL FUND,NSE,Block,Purchase,43790,304,2300000,0.0024,
Reliance Group,Zee Entertainment Enterprises Ltd.,RELIANCE NIPPON LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,43790,304,330000,0.0003,
Reliance Group,Jyothy Labs Ltd.,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,43770,173.4,6920000,0.0188,
Reliance Group,Jyothy Labs Ltd.,RELIANCE MUTUAL FUND,NSE,Block,Purchase,43770,173.4,6920000,0.0188,
Reliance Group,Indian Railway Catering & Tourism Corporation Ltd.,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,43752,626,1500000,0.0019,
Reliance Group,Butterfly Gandhimathi Appliances Ltd.,RELIANCE ALTERNATIVE INVESTMENTS FUND,BSE,Bulk,Sell,43738,145.65,964800,0.054,
Reliance Group,Lemon Tree Hotels Ltd.,RELIANCE MUTUAL FUND A/C RELIANCE CAPITAL TR CO LTD AC RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,43732,57.5,16930000,0.0214,
Government Of Singapore,Data Patterns (India) Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,45338,1837,3147725,0.0562,
Government Of Singapore,Data Patterns (India) Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,45338,1837,3147725,0.0562,
Government Of Singapore,Mankind Pharma Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,45330,2107.35,1680714,0.0042,
Government Of Singapore,Astral Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,45280,1889.8,883690,0.0033,
Government Of Singapore,Sapphire Foods India Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,45278,1400,1005582,0.0158,
Government Of Singapore,PVR INOX Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,45275,1753,359693,0.0037,
Government Of Singapore,Sapphire Foods India Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,45265,1400,2019694,0.0317,
Government Of Singapore,"Persistent Systems Ltd.

10-year high",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45260,6408.05,388464,0.005,
Government Of Singapore,Zomato Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,45259,112.7,33178232,0.0038,
Government Of Singapore,Zomato Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,45259,112.7,85400,0,
Government Of Singapore,Zomato Ltd.,GOVERNMENT OF SINGAPORE E (EM264),NSE,Block,Purchase,45219,111.2,37301,0,
Government Of Singapore,Medplus Health Services Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45169,862,1442965,0.0121,
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45163,2800,725239,0.0215,
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,45163,2800,725239,0.0215,
Government Of Singapore,"Amber Enterprises India Ltd.

Insider Trades",GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45162,2800,405289,0.012,
Government Of Singapore,Shriram Finance Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD AC C ACCOUNT,NSE,Bulk,Purchase,45098,1545,9122131,0.0243,
Government Of Singapore,Shriram Finance Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD AC C ACCOUNT,NSE,Block,Purchase,45098,1545,9122131,0.0243,
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45077,549.53,6660226,0.0069,
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,45077,540.44,3643753,0.0062,
Government Of Singapore,Phoenix Mills Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Sell,45016,1300.15,5149734,0.0288,
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44998,410,24231710,0.0413,
Government Of Singapore,Syngene International Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44958,560,15799200,0.0393,
Government Of Singapore,Syngene International Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,44958,560,15799200,0.0393,
Government Of Singapore,Sapphire Foods India Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44910,1347,358704,0.0056,
Government Of Singapore,Sapphire Foods India Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,44910,1347,358704,0.0056,
Government Of Singapore,Rainbow Childrens Medicare Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44900,735,1446185,0.0142,
Government Of Singapore,Rainbow Childrens Medicare Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44900,735,664500,0.0065,
Government Of Singapore,Indian Hotels Company Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,44895,321.77,9474188,0.0067,
Government Of Singapore,TVS Motor Company Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,44895,1047.81,2469940,0.0052,
Government Of Singapore,Triveni Turbine Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44825,226.7,4198226,0.0132,
Government Of Singapore,Triveni Turbine Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,44825,226.7,4198226,0.0132,
Government Of Singapore,Sona BLW Precision Forgings Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44791,505,3068730,0.0052,
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44789,353,51948594,0.0535,
Government Of Singapore,Max Healthcare Institute Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44651,340,10778183,0.0111,
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,44649,1068.35,725075,0.0007,
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44428,2452.5,771124,0.0097,
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,44428,2452.5,636322,0.008,
Government Of Singapore,Aavas Financiers Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44426,2449.92,2628652,0.0332,
Government Of Singapore,Cera Sanitaryware Ltd.,GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44407,4450.02,263899,0.0203,
Government Of Singapore,Max Financial Services Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44364,1000,6013487,0.0174,
Government Of Singapore,Dhanuka Agritech Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44356,853,1598220,0.0351,
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,BSE,Block,Purchase,44323,960,3491029,0.0035,
Government Of Singapore,Hathway Cable & Datacom Ltd.,GOVERNMENT OF SINGAPORE INVT CORPN PTE LTD A/C C ACCOUNT,NSE,Bulk,Purchase,44313,22.22,16022423,0.0091,
Government Of Singapore,"SBI Life Insurance Company Ltd.

10-year high",GOVERNMENT OF SINGAPORE,BSE,Bulk,Purchase,44267,915,16759530,0.0167,
Government Of Singapore,ICICI Prudential Life Insurance Company Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,44004,391.6,16430820,0.0114,
Government Of Singapore,Kotak Mahindra Bank Ltd.,GOVERNMENT OF SINGAPORE INVESTMENT CORPORATION PTE LTD,BSE,Block,Purchase,43984,1240,1648031,0.0008,
Government Of Singapore,Au Small Finance Bank Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,43969,414.6,1969686,0.0029,
Government Of Singapore,Au Small Finance Bank Ltd.,GOVERNMENT OF SINGAPORE,NSE,Block,Purchase,43969,414.6,1969686,0.0029,
Government Of Singapore,Ujjivan Financial Services Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,43810,342.31,620807,0.0051,
Government Of Singapore,Zee Entertainment Enterprises Ltd.,GOVERNMENT OF SINGAPORE,NSE,Bulk,Purchase,43790,304,28500000,0.0297,
Axis Group,Mankind Pharma Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45330,2107.35,98438,0.0002,
Axis Group,Mankind Pharma Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45330,2107.35,98437,0.0002,
Axis Group,Data Infrastructure Trust,AXIS BANK LIMITED,BSE,Bulk,Sell,45328,153.95,60600000,0.0233,
Axis Group,Computer Age Management Services Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,45264,2766,144000,0.0029,
Axis Group,"Anzen India Energy Yield Plus Trust

10-year low",AXIS BANK LIMITED,NSE,Bulk,Sell,45236,100,2600000,-%,
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,45219,111.2,2245715,0.0003,
Axis Group,Data Infrastructure Trust,AXIS BANK LIMITED,BSE,Bulk,Purchase,45197,150.02,61200000,0.0235,
Axis Group,L&T Finance Holdings Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,45181,130,1910000,0.0008,
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,45168,94.7,5240100,0.0006,
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,BSE,Block,Purchase,45166,91,19700000,0.0022,
Axis Group,"Zomato Ltd.

52 week high",AXIS MUTUAL FUND,NSE,Block,Purchase,45166,90.1,7769001,0.0009,
Axis Group,Craftsman Automation Ltd.,AXIS MUTUAL FUND,NSE,Bulk,Purchase,45099,3960,126260,0.006,
Axis Group,Craftsman Automation Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,3960,126260,0.006,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,172732,0.0032,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,172731,0.0032,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,69093,0.0013,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,69093,0.0013,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,57577,0.0011,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,46062,0.0009,
Axis Group,Sansera Engineering Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,45099,835,11515,0.0002,
Axis Group,"Anzen India Energy Yield Plus Trust

10-year low",AXIS BANK LTD.,NSE,Bulk,Sell,44911,101.2,1000000,-%,
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44900,18.29,172796,0.0084,
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44893,16.14,191520,0.0093,
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44888,17.05,125000,0.0061,
Axis Group,FSN E-Commerce Ventures Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,44887,182,550000,0.0002,
Axis Group,Omkar Speciality Chemicals Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44881,20.3,137451,0.0067,
Axis Group,Bata India Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,44713,1860,785000,0.0061,
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,44567,23.77,5200000,0.0053,
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,44566,22.8,4500000,0.0046,
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44566,22.4,3800000,0.0039,
Axis Group,Orient Green Power Company Ltd.,AXIS BANK LIMITED,BSE,Bulk,Sell,44564,20.8,6613637,0.0067,
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44539,7.54,385774,0.0053,
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44538,7.61,603402,0.0084,
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44537,7.62,362362,0.005,
Axis Group,MT Educare Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44536,7.77,918033,0.0127,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44491,17.06,473535,0.0073,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44490,17.11,483427,0.0074,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44489,17.73,948888,0.0145,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44488,19.87,922788,0.0141,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44482,16.15,715202,0.011,
Axis Group,"Sudarshan Chemical Industries Ltd.

52 week high",AXIS MUTUAL FUND AC AXIS SMALL CAP FUND,BSE,Bulk,Purchase,44432,565,589498,0.0085,
Axis Group,TVS Motor Company Ltd.,AXIS MUTUAL FUND,NSE,Block,Purchase,44354,617.25,810044,0.0017,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44337,12.03,300000,0.0046,
Axis Group,Sical Logistics Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44334,12.1,300000,0.0046,
Axis Group,Coforge Ltd.,AXIS MUTUAL FUND A/C - AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,44326,3240,617284,0.01,
Axis Group,"SBI Life Insurance Company Ltd.

10-year high",AXIS MUTUAL FUND,BSE,Block,Purchase,44323,960,1300000,0.0013,
Axis Group,Reliance Power Ltd.,AXIS BANK LIMITED,NSE,Bulk,Sell,44253,4.11,34500000,0.0091,
Axis Group,PNC Infratech Ltd.,AXIS MUTUAL FUND,BSE,Bulk,Purchase,44202,175,2200000,0.0086,
Axis Group,PNC Infratech Ltd.,AXIS MUTUAL FUND,BSE,Block,Purchase,44202,175,2200000,0.0086,
Axis Group,EPL Ltd.,AXIS MUTUAL FUND,BSE,Bulk,Purchase,44092,256.3,5331667,0.0167,
Government Pension Fund Global,Mankind Pharma Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Block,Purchase,45330,2107.35,126516,0.0003,
Government Pension Fund Global,Nippon Life India Asset Management Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,45280,445.35,934939,0.0015,
Government Pension Fund Global,PVR INOX Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45275,1753,666183,0.0068,
Government Pension Fund Global,PVR INOX Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Block,Purchase,45275,1753,666183,0.0068,
Government Pension Fund Global,PB Fintech Ltd.,GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,45275,800.05,1650000,0.0037,
Government Pension Fund Global,Axis Bank Ltd.,GOVERNMENT PENSION FUND GLOBAL,NSE,Block,Purchase,45273,1119.7,742831,0.0002,
Government Pension Fund Global,Honasa Consumer Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45265,378,2498744,0.0078,
Government Pension Fund Global,"Zomato Ltd.

52 week high",GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,45259,112.7,5000000,0.0006,
Government Pension Fund Global,Blue Jet Healthcare Ltd,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45231,380,2100000,0.0121,
Government Pension Fund Global,360 One Wam Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45211,511.2,3275807,0.0091,
Government Pension Fund Global,R R Kabel Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45189,1180,2000000,0.0177,
Government Pension Fund Global,Mahanagar Gas Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Sell,45180,1050.16,1065000,0.0108,
Government Pension Fund Global,Concord Biotech Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45156,900.05,899037,0.0086,
Government Pension Fund Global,Zydus Wellness Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Sell,45105,1479,500000,0.0079,
Government Pension Fund Global,Shriram Finance Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Block,Purchase,45098,1545,100000,0.0003,
Government Pension Fund Global,"Archean Chemical Industries Ltd.

10-year high High Gain High Volume",NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Sell,45097,510.87,950000,0.0077,
Government Pension Fund Global,Shriram Finance Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,45096,1401,213800,0.0006,
Government Pension Fund Global,Axis Bank Ltd.,GOVERNMENT PENSION FUND GLOBAL,NSE,Block,Purchase,45092,968,360000,0.0001,
Government Pension Fund Global,CMS Info Systems Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45086,300,2500000,0.016,
Government Pension Fund Global,Syrma SGS Technology Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Bulk,Purchase,45069,351.9,3800000,0.0214,
Government Pension Fund Global,Syrma SGS Technology Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Block,Purchase,45069,351.9,3800000,0.0214,
Government Pension Fund Global,Home First Finance Company India Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,NSE,Bulk,Purchase,45061,700,2100000,0.0237,
Government Pension Fund Global,Bajaj Electricals Ltd.,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BSE,Bulk,Purchase,45035,1045,2000000,0.0174,
